UniProtID,GeneName,Class,isInMatrisome,Division,Category,probability
A6NMD2,GOLGA8J,nonECM,No,NULL,NULL,0.829676768
Q9HC78,ZBTB20,nonECM,No,NULL,NULL,0.640888889
Q12899,TRIM26,nonECM,No,NULL,NULL,0.885070707
Q12894,IFRD2,nonECM,No,NULL,NULL,0.683030303
O14933,UBE2L6,nonECM,No,NULL,NULL,0.669010101
Q12888,TP53BP1,nonECM,No,NULL,NULL,0.725191919
A6NMB9,FIGNL2,nonECM,No,NULL,NULL,0.626888889
P35520,CBS,nonECM,No,NULL,NULL,0.711535354
Q6PDB4,ZNF880,nonECM,No,NULL,NULL,0.938505051
Q4JDL3,PTPN20,nonECM,No,NULL,NULL,0.872020202
Q9UPW0,FOXJ3,nonECM,No,NULL,NULL,0.744747475
Q9H832,UBE2Z,ECM,No,NULL,NULL,0.514565657
Q9UPW5,AGTPBP1,nonECM,No,NULL,NULL,0.626181818
Q12874,SF3A3,nonECM,No,NULL,NULL,0.946727273
Q12873,CHD3,nonECM,No,NULL,NULL,0.835959596
Q12872,SFSWAP,nonECM,No,NULL,NULL,0.786505051
Q12870,TCF15,nonECM,No,NULL,NULL,0.709292929
Q9BQB4,SOST,ECM,No,NULL,NULL,0.609212121
Q12857,NFIA,nonECM,No,NULL,NULL,0.735252525
Q6P087,RPUSD3,nonECM,No,NULL,NULL,0.725555556
Q12849,GRSF1,nonECM,No,NULL,NULL,0.548949495
Q9HC98,NEK6,nonECM,No,NULL,NULL,0.75820202
Q12834,CDC20,nonECM,No,NULL,NULL,0.558565657
Q9BQE3,TUBA1C,nonECM,No,NULL,NULL,0.760787879
Q9NSY1,BMP2K,nonECM,No,NULL,NULL,0.80779798
P50461,CSRP3,nonECM,No,NULL,NULL,0.535818182
Q12824,SMARCB1,nonECM,No,NULL,NULL,0.848181818
Q6P050,FBXL22,nonECM,No,NULL,NULL,0.656343434
Q9H898,ZMAT4,nonECM,No,NULL,NULL,0.752828283
Q12800,TFCP2,nonECM,No,NULL,NULL,0.675939394
Q9BQI4,CCDC3,nonECM,No,NULL,NULL,0.567555556
Q9BQI6,SLF1,nonECM,No,NULL,NULL,0.843919192
P46734,MAP2K3,nonECM,No,NULL,NULL,0.810282828
A6NLW8,DUXA,nonECM,No,NULL,NULL,0.798626263
F5H284,PPIAL4D,ECM,No,NULL,NULL,0.562727273
A6NLU0,RFPL4A,nonECM,No,NULL,NULL,0.565676768
Q6ECI4,ZNF470,nonECM,No,NULL,NULL,0.928989899
P56211,ARPP19,nonECM,No,NULL,NULL,0.80969697
Q96NY9,MUS81,nonECM,No,NULL,NULL,0.827494949
Q969Z4,RELT,ECM,No,NULL,NULL,0.829474747
Q969Z0,TBRG4,nonECM,No,NULL,NULL,0.72830303
Q96NZ9,PRAP1,ECM,No,NULL,NULL,0.563636364
Q969Y2,GTPBP3,nonECM,No,NULL,NULL,0.687575758
A6NM28,ZFP92,nonECM,No,NULL,NULL,0.849474747
Q9BR11,ZSWIM1,nonECM,No,NULL,NULL,0.761474747
Q969X6,UTP4,nonECM,No,NULL,NULL,0.608040404
Q9BQQ3,GORASP1,nonECM,No,NULL,NULL,0.507515152
Q969W8,ZNF566,nonECM,No,NULL,NULL,0.949434343
Q02577,NHLH2,nonECM,No,NULL,NULL,0.664929293
Q02575,NHLH1,nonECM,No,NULL,NULL,0.675333333
Q5FWF6,ZNF789,nonECM,No,NULL,NULL,0.890080808
Q5FWF5,ESCO1,nonECM,No,NULL,NULL,0.882686869
Q5FWF4,ZRANB3,nonECM,No,NULL,NULL,0.913676768
P25208,NFYB,nonECM,No,NULL,NULL,0.550141414
P25205,MCM3,nonECM,No,NULL,NULL,0.844828283
Q9BQS6,HSPB9,nonECM,No,NULL,NULL,0.618929293
Q969U7,PSMG2,nonECM,No,NULL,NULL,0.550141414
A0JNW5,UHRF1BP1L,nonECM,No,NULL,NULL,0.715313131
Q02556,IRF8,nonECM,No,NULL,NULL,0.708646465
P56282,POLE2,nonECM,No,NULL,NULL,0.740888889
P13804,ETFA,nonECM,No,NULL,NULL,0.64359596
O15405,TOX3,nonECM,No,NULL,NULL,0.759838384
Q969T4,UBE2E3,nonECM,No,NULL,NULL,0.713232323
Q9H8G1,ZNF430,nonECM,No,NULL,NULL,0.964444444
Q9UQL6,HDAC5,nonECM,No,NULL,NULL,0.767858586
Q02548,PAX5,nonECM,No,NULL,NULL,0.632040404
Q9NTJ3,SMC4,nonECM,No,NULL,NULL,0.805737374
Q969S9,GFM2,nonECM,No,NULL,NULL,0.786
Q969S8,HDAC10,nonECM,No,NULL,NULL,0.690909091
Q969S3,ZNF622,nonECM,No,NULL,NULL,0.877555556
Q969S2,NEIL2,ECM,No,NULL,NULL,0.58559596
Q02535,ID3,nonECM,No,NULL,NULL,0.617717172
Q9NTK1,DEPP1,nonECM,No,NULL,NULL,0.675535354
Q969R5,L3MBTL2,nonECM,No,NULL,NULL,0.678484848
Q9H1D9,POLR3F,nonECM,No,NULL,NULL,0.768282828
A6NLJ0,C2CD4B,ECM,No,NULL,NULL,0.536121212
Q969Q6,PPP2R3C,nonECM,No,NULL,NULL,0.847818182
Q969Q1,TRIM63,nonECM,No,NULL,NULL,0.841191919
O14893,GEMIN2,nonECM,No,NULL,NULL,0.804
Q969P6,TOP1MT,nonECM,No,NULL,NULL,0.911474747
Q969P5,FBXO32,nonECM,No,NULL,NULL,0.902060606
Q05BQ5,MBTD1,nonECM,No,NULL,NULL,0.769535354
P60604,UBE2G2,nonECM,No,NULL,NULL,0.573353535
Q3L8U1,CHD9,nonECM,No,NULL,NULL,0.891636364
O14879,IFIT3,nonECM,No,NULL,NULL,0.841555556
Q9UQR1,ZNF148,nonECM,No,NULL,NULL,0.903737374
O14867,BACH1,nonECM,No,NULL,NULL,0.870464646
O14862,AIM2,nonECM,No,NULL,NULL,0.822686869
O00534,VWA5A,nonECM,Yes,Core matrisome,ECM Glycoproteins,0.526121212
P35453,HOXD13,nonECM,No,NULL,NULL,0.639454545
P35452,HOXD12,nonECM,No,NULL,NULL,0.669575758
Q969L4,LSM10,nonECM,No,NULL,NULL,0.561494949
P35442,THBS2,ECM,Yes,Core matrisome,ECM Glycoproteins,0.97
Q12799,TCP10,nonECM,No,NULL,NULL,0.882949495
Q12796,PNRC1,ECM,No,NULL,NULL,0.539333333
A6NLC8,,nonECM,No,NULL,NULL,0.771919192
Q969J2,ZKSCAN4,nonECM,No,NULL,NULL,0.84989899
Q12789,GTF3C1,nonECM,No,NULL,NULL,0.883535354
O14829,PPEF1,nonECM,No,NULL,NULL,0.653030303
Q969I3,GLYATL1,nonECM,No,NULL,NULL,0.767979798
Q9H930,SP140L,nonECM,No,NULL,NULL,0.854848485
Q12778,FOXO1,nonECM,No,NULL,NULL,0.713515152
Q9NU63,ZFP57,nonECM,No,NULL,NULL,0.815252525
Q969H8,MYDGF,nonECM,No,NULL,NULL,0.610646465
Q969H6,POP5,nonECM,No,NULL,NULL,0.66389899
Q969H0,FBXW7,nonECM,No,NULL,NULL,0.777878788
Q12766,HMGXB3,nonECM,No,NULL,NULL,0.734989899
O14802,POLR3A,nonECM,No,NULL,NULL,0.836020202
Q969G3,SMARCE1,nonECM,No,NULL,NULL,0.894949495
A7XYQ1,SOBP,nonECM,No,NULL,NULL,0.663171717
Q969F1,GTF3C6,nonECM,No,NULL,NULL,0.638323232
Q9H963,ZNF702P,nonECM,No,NULL,NULL,0.744848485
Q7LBC6,KDM3B,nonECM,No,NULL,NULL,0.618040404
Q8TA94,ZNF563,nonECM,No,NULL,NULL,0.925878788
Q9H8W5,TRIM45,nonECM,No,NULL,NULL,0.762424242
Q96P26,NT5C1B,nonECM,No,NULL,NULL,0.83159596
P57086,SCAND1,nonECM,No,NULL,NULL,0.619878788
P57082,TBX4,nonECM,No,NULL,NULL,0.643555556
P57081,WDR4,nonECM,No,NULL,NULL,0.654060606
P57077,MAP3K7CL,nonECM,No,NULL,NULL,0.676040404
P57073,SOX8,nonECM,No,NULL,NULL,0.760686869
P57071,PRDM15,nonECM,No,NULL,NULL,0.810121212
Q96P44,COL21A1,ECM,Yes,Core matrisome,Collagens,0.953676768
P57059,SIK1,nonECM,No,NULL,NULL,0.680949495
P57058,HUNK,nonECM,No,NULL,NULL,0.806545455
P57055,RIPPLY3,nonECM,No,NULL,NULL,0.523050505
P57053,H2BFS,nonECM,No,NULL,NULL,0.856646465
P57052,RBM11,nonECM,No,NULL,NULL,0.774040404
Q9BRJ9,MESP1,nonECM,No,NULL,NULL,0.634282828
P41225,SOX3,nonECM,No,NULL,NULL,0.743131313
Q9BRL6,SRSF8,nonECM,No,NULL,NULL,0.63189899
Q9NUB1,ACSS1,nonECM,No,NULL,NULL,0.592606061
P41235,HNF4A,nonECM,No,NULL,NULL,0.717272727
O00488,ZNF593,nonECM,No,NULL,NULL,0.862484848
O00487,PSMD14,nonECM,No,NULL,NULL,0.737555556
Q96ES7,SGF29,nonECM,No,NULL,NULL,0.775010101
O00482,NR5A2,nonECM,No,NULL,NULL,0.665575758
O94986,CEP152,nonECM,No,NULL,NULL,0.957111111
O94983,CAMTA2,nonECM,No,NULL,NULL,0.501252525
Q6UWS5,PET117,nonECM,No,NULL,NULL,0.566585859
O00479,HMGN4,nonECM,No,NULL,NULL,0.732848485
O00472,ELL2,nonECM,No,NULL,NULL,0.821171717
O00470,MEIS1,nonECM,No,NULL,NULL,0.500848485
O94972,TRIM37,nonECM,No,NULL,NULL,0.927292929
Q6UX39,AMTN,nonECM,No,NULL,NULL,0.51959596
Q8IYX4,DND1,nonECM,No,NULL,NULL,0.806
Q8IYX0,ZNF679,nonECM,No,NULL,NULL,0.933494949
O00458,IFRD1,nonECM,No,NULL,NULL,0.724646465
Q8IYW5,RNF168,nonECM,No,NULL,NULL,0.926323232
O00442,RTCA,nonECM,No,NULL,NULL,0.627272727
P16383,GCFC2,nonECM,No,NULL,NULL,0.953535354
Q3SY56,SP6,nonECM,No,NULL,NULL,0.641737374
Q3SY52,ZIK1,nonECM,No,NULL,NULL,0.855414141
Q6UX04,CWC27,nonECM,No,NULL,NULL,0.796323232
Q8NHS0,DNAJB8,nonECM,No,NULL,NULL,0.66159596
Q8IYU2,HACE1,nonECM,No,NULL,NULL,0.69779798
O00425,IGF2BP3,nonECM,No,NULL,NULL,0.747111111
O00422,SAP18,nonECM,No,NULL,NULL,0.758505051
Q8IYT4,KATNAL2,nonECM,No,NULL,NULL,0.892242424
Q8IYT1,FAM71A,nonECM,No,NULL,NULL,0.511030303
Q8NI51,CTCFL,nonECM,No,NULL,NULL,0.944808081
O00411,POLRMT,nonECM,No,NULL,NULL,0.911414141
O94916,NFAT5,nonECM,No,NULL,NULL,0.75410101
Q8IZ40,RCOR2,nonECM,No,NULL,NULL,0.807494949
Q9UQ35,SRRM2,nonECM,No,NULL,NULL,0.631494949
O94906,PRPF6,nonECM,No,NULL,NULL,0.941777778
O94900,TOX,nonECM,No,NULL,NULL,0.708464646
Q7L5N1,COPS6,nonECM,No,NULL,NULL,0.589151515
Q8TEV9,SMCR8,nonECM,No,NULL,NULL,0.792626263
Q5MAI5,CDKL4,nonECM,No,NULL,NULL,0.824767677
Q05086,UBE3A,nonECM,No,NULL,NULL,0.861959596
Q8IZ26,ZNF34,nonECM,No,NULL,NULL,0.949737374
Q8IZ20,ZNF683,nonECM,No,NULL,NULL,0.762222222
Q99581,FEV,nonECM,No,NULL,NULL,0.645959596
P51784,USP11,nonECM,No,NULL,NULL,0.623878788
Q8IZ16,C7orf61,nonECM,No,NULL,NULL,0.80830303
Q86YW9,MED12L,nonECM,No,NULL,NULL,0.735737374
Q8IZ13,ZBED8,nonECM,No,NULL,NULL,0.900262626
Q8IYP2,PRSS58,ECM,No,NULL,NULL,0.697030303
Q86YW0,PLCZ1,nonECM,No,NULL,NULL,0.867757576
P63162,SNRPN,nonECM,No,NULL,NULL,0.574888889
Q92837,FRAT1,nonECM,No,NULL,NULL,0.570161616
Q8IZ02,LRRC34,nonECM,No,NULL,NULL,0.561494949
Q92830,KAT2A,nonECM,No,NULL,NULL,0.623757576
Q3SXM5,HSDL1,nonECM,No,NULL,NULL,0.644
Q8TF42,UBASH3B,nonECM,No,NULL,NULL,0.629959596
P63151,PPP2R2A,nonECM,No,NULL,NULL,0.649878788
Q99558,MAP3K14,nonECM,No,NULL,NULL,0.701111111
Q92826,HOXB13,nonECM,No,NULL,NULL,0.639676768
Q8IYN2,TCEAL8,nonECM,No,NULL,NULL,0.752181818
Q8IYN0,ZNF100,nonECM,No,NULL,NULL,0.915555556
Q99550,MPHOSPH9,nonECM,No,NULL,NULL,0.905414141
Q8TF39,ZNF483,nonECM,No,NULL,NULL,0.925212121
Q05048,CSTF1,nonECM,No,NULL,NULL,0.544848485
Q8IYM9,TRIM22,nonECM,No,NULL,NULL,0.836343434
Q99547,MPHOSPH6,nonECM,No,NULL,NULL,0.79240404
Q8TF27,AGAP11,nonECM,No,NULL,NULL,0.593717172
Q92805,GOLGA1,nonECM,No,NULL,NULL,0.913191919
Q8IYL3,C1orf174,nonECM,No,NULL,NULL,0.771151515
Q92800,EZH1,nonECM,No,NULL,NULL,0.858343434
P31277,HOXD11,nonECM,No,NULL,NULL,0.53559596
P31276,HOXC13,nonECM,No,NULL,NULL,0.618989899
P31275,HOXC12,nonECM,No,NULL,NULL,0.631656566
P31274,HOXC9,nonECM,No,NULL,NULL,0.679373737
P31273,HOXC8,nonECM,No,NULL,NULL,0.710626263
P31271,HOXA13,nonECM,No,NULL,NULL,0.650343434
Q8IYK4,COLGALT2,nonECM,No,NULL,NULL,0.851979798
Q99525,HIST1H4G,nonECM,No,NULL,NULL,0.750949495
P31269,HOXA9,nonECM,No,NULL,NULL,0.689333333
P31267,HOXA6,nonECM,No,NULL,NULL,0.678444444
P31260,HOXA10,nonECM,No,NULL,NULL,0.589333333
Q8TF01,PNISR,nonECM,No,NULL,NULL,0.688121212
Q99518,FMO2,nonECM,No,NULL,NULL,0.571515152
Q8IYJ2,C10orf67,nonECM,No,NULL,NULL,0.92210101
Q9Y6I4,USP3,nonECM,No,NULL,NULL,0.580929293
Q8IYI8,ZNF440,nonECM,No,NULL,NULL,0.90420202
Q99504,EYA3,nonECM,No,NULL,NULL,0.574545455
Q86YP4,GATAD2A,nonECM,No,NULL,NULL,0.894565657
P31249,HOXD3,nonECM,No,NULL,NULL,0.721353535
P26583,HMGB2,nonECM,No,NULL,NULL,0.726444444
Q9H816,DCLRE1B,nonECM,No,NULL,NULL,0.699979798
Q8IYH5,ZZZ3,nonECM,No,NULL,NULL,0.878585859
Q86Z02,HIPK1,nonECM,No,NULL,NULL,0.703151515
Q86YN6,PPARGC1B,nonECM,No,NULL,NULL,0.822565657
Q7L5Y6,DET1,nonECM,No,NULL,NULL,0.609171717
Q8TEK3,DOT1L,nonECM,No,NULL,NULL,0.868464646
Q8IYF3,TEX11,nonECM,No,NULL,NULL,0.838747475
Q8IYF1,ELOA2,nonECM,No,NULL,NULL,0.749858586
Q86YL5,TDRP,nonECM,No,NULL,NULL,0.800464646
Q15293,RCN1,nonECM,No,NULL,NULL,0.765373737
Q15291,RBBP5,nonECM,No,NULL,NULL,0.535252525
Q8IYD8,FANCM,nonECM,No,NULL,NULL,0.910444444
O96028,NSD2,nonECM,No,NULL,NULL,0.823010101
Q15287,RNPS1,nonECM,No,NULL,NULL,0.664969697
O96020,CCNE2,nonECM,No,NULL,NULL,0.880767677
Q9UPW6,SATB2,nonECM,No,NULL,NULL,0.774787879
O96017,CHEK2,nonECM,No,NULL,NULL,0.788525253
Q15270,NKX1-1,nonECM,No,NULL,NULL,0.559979798
Q8IYB9,ZNF595,nonECM,No,NULL,NULL,0.970808081
Q8IYB8,SUPV3L1,nonECM,No,NULL,NULL,0.744868687
Q8IYB3,SRRM1,nonECM,No,NULL,NULL,0.698969697
Q15269,PWP2,nonECM,No,NULL,NULL,0.628606061
O96006,ZBED1,nonECM,No,NULL,NULL,0.822565657
O96004,HAND1,nonECM,No,NULL,NULL,0.698505051
O96001,PPP1R17,nonECM,No,NULL,NULL,0.88830303
Q8IYA8,CCDC36,nonECM,No,NULL,NULL,0.905636364
Q8IYA7,MKX,nonECM,No,NULL,NULL,0.829373737
Q86YH6,PDSS2,nonECM,No,NULL,NULL,0.695313131
Q86YH2,ZNF280B,nonECM,No,NULL,NULL,0.89430303
P61964,WDR5,nonECM,No,NULL,NULL,0.674585859
Q8TEE9,SAP25,nonECM,No,NULL,NULL,0.527313131
P61962,DCAF7,nonECM,No,NULL,NULL,0.572707071
P61960,UFM1,nonECM,No,NULL,NULL,0.611333333
P61956,SUMO2,nonECM,No,NULL,NULL,0.761050505
Q6NZ67,MZT2B,nonECM,No,NULL,NULL,0.655373737
Q8TED0,UTP15,nonECM,No,NULL,NULL,0.659393939
Q15233,NONO,nonECM,No,NULL,NULL,0.873454545
Q8TEC5,SH3RF2,ECM,No,NULL,NULL,0.56389899
Q86YE8,ZNF573,nonECM,No,NULL,NULL,0.949010101
Q8TEB1,DCAF11,nonECM,No,NULL,NULL,0.699535354
P61925,PKIA,nonECM,No,NULL,NULL,0.637373737
Q03828,EVX2,nonECM,No,NULL,NULL,0.627656566
Q6NZ36,FAAP20,nonECM,No,NULL,NULL,0.647737374
Q6UW63,KDELC1,nonECM,No,NULL,NULL,0.560808081
Q6RI45,BRWD3,nonECM,No,NULL,NULL,0.587939394
O94892,ZNF432,nonECM,No,NULL,NULL,0.940989899
Q86YC2,PALB2,nonECM,No,NULL,NULL,0.912808081
Q15208,STK38,nonECM,No,NULL,NULL,0.889333333
Q8IXZ3,SP8,nonECM,No,NULL,NULL,0.542464646
Q8IXZ2,ZC3H3,nonECM,No,NULL,NULL,0.67379798
Q6UW49,SPESP1,nonECM,No,NULL,NULL,0.564666667
Q8IXY8,PPIL6,ECM,No,NULL,NULL,0.524828283
P48163,ME1,nonECM,No,NULL,NULL,0.790727273
O94868,FCHSD2,nonECM,No,NULL,NULL,0.885757576
Q8IY92,SLX4,nonECM,No,NULL,NULL,0.827313131
O00358,FOXE1,nonECM,No,NULL,NULL,0.65959596
Q8IXW5,RPAP2,nonECM,No,NULL,NULL,0.910969697
Q8IY84,NIM1K,nonECM,No,NULL,NULL,0.82759596
Q8IY81,FTSJ3,nonECM,No,NULL,NULL,0.861313131
O94851,MICAL2,nonECM,No,NULL,NULL,0.587070707
Q6UW10,SFTA2,ECM,Yes,Matrisome-associated,ECM-affiliated Proteins,0.502464646
P08833,IGFBP1,ECM,Yes,Core matrisome,ECM Glycoproteins,0.660727273
Q9BU76,MMTAG2,nonECM,No,NULL,NULL,0.734
P60323,NANOS3,nonECM,No,NULL,NULL,0.631272727
P60321,NANOS2,nonECM,No,NULL,NULL,0.572424242
Q02224,CENPE,nonECM,No,NULL,NULL,0.944424242
Q8N9N8,EIF1AD,nonECM,No,NULL,NULL,0.701313131
Q8N9N5,BANP,nonECM,No,NULL,NULL,0.721313131
Q8N9N2,ASCC1,nonECM,No,NULL,NULL,0.844222222
O14599,BPY2,nonECM,No,NULL,NULL,0.570848485
O14595,CTDSP2,nonECM,No,NULL,NULL,0.760585859
O14594,NCAN,ECM,Yes,Core matrisome,Proteoglycans,0.902525253
Q8N9M1,C19orf47,nonECM,No,NULL,NULL,0.647434343
Q8N9L9,ACOT4,nonECM,No,NULL,NULL,0.603414141
Q8N9L1,ZIC4,nonECM,No,NULL,NULL,0.828464646
O14576,DYNC1I1,nonECM,No,NULL,NULL,0.773373737
Q9GZL7,WDR12,ECM,No,NULL,NULL,0.555757576
Q9NX01,TXNL4B,nonECM,No,NULL,NULL,0.585616162
Q9NX08,COMMD8,nonECM,No,NULL,NULL,0.775939394
Q8N9K5,ZNF565,nonECM,No,NULL,NULL,0.95359596
Q9NX18,SDHAF2,nonECM,No,NULL,NULL,0.670686869
O14556,GAPDHS,nonECM,No,NULL,NULL,0.613333333
P23769,GATA2,nonECM,No,NULL,NULL,0.572505051
P23760,PAX3,nonECM,No,NULL,NULL,0.707616162
Q9NX24,NHP2,nonECM,No,NULL,NULL,0.781313131
P23759,PAX7,nonECM,No,NULL,NULL,0.771313131
O14530,TXNDC9,nonECM,No,NULL,NULL,0.86230303
Q9NX40,OCIAD1,nonECM,No,NULL,NULL,0.653737374
Q9NWS1,PARPBP,nonECM,No,NULL,NULL,0.741737374
Q9NX45,SOHLH2,nonECM,No,NULL,NULL,0.73810101
Q9NWS8,RMND1,nonECM,No,NULL,NULL,0.826767677
Q9NWS9,ZNF446,nonECM,No,NULL,NULL,0.742626263
F8WFD2,NPIPA3,nonECM,No,NULL,NULL,0.698121212
Q9NX55,HYPK,nonECM,No,NULL,NULL,0.833555556
O14519,CDK2AP1,nonECM,No,NULL,NULL,0.684161616
Q9NWU2,GID8,nonECM,No,NULL,NULL,0.917171717
Q9NX65,ZSCAN32,nonECM,No,NULL,NULL,0.865070707
Q01826,SATB1,nonECM,No,NULL,NULL,0.779414141
O14503,BHLHE40,nonECM,No,NULL,NULL,0.911656566
Q9NX70,MED29,nonECM,No,NULL,NULL,0.673090909
Q9NWV8,BABAM1,nonECM,No,NULL,NULL,0.80830303
Q9GZV1,ANKRD2,nonECM,No,NULL,NULL,0.618525253
Q9BUE0,MED18,nonECM,No,NULL,NULL,0.798464646
Q9BUE6,ISCA1,nonECM,No,NULL,NULL,0.597818182
Q9NWY4,HPF1,nonECM,No,NULL,NULL,0.850545455
Q9UKN8,GTF3C4,nonECM,No,NULL,NULL,0.549515152
Q96S21,RAB40C,nonECM,No,NULL,NULL,0.686626263
Q9NWZ8,GEMIN8,nonECM,No,NULL,NULL,0.79640404
Q9GZX5,ZNF350,nonECM,No,NULL,NULL,0.874040404
P45381,ASPA,nonECM,No,NULL,NULL,0.58979798
Q53T94,TAF1B,nonECM,No,NULL,NULL,0.875757576
P33992,MCM5,nonECM,No,NULL,NULL,0.801818182
P33991,MCM4,nonECM,No,NULL,NULL,0.766626263
Q9GZZ0,HOXD1,nonECM,No,NULL,NULL,0.657919192
Q96S55,WRNIP1,nonECM,No,NULL,NULL,0.773232323
A6NI86,GOLGA6L10,nonECM,No,NULL,NULL,0.855111111
Q96S65,CSRNP1,nonECM,No,NULL,NULL,0.833656566
Q9P2Z0,THAP10,nonECM,No,NULL,NULL,0.793373737
A6NI79,CCDC69,nonECM,No,NULL,NULL,0.922242424
P13497,BMP1,ECM,Yes,Matrisome-associated,ECM Regulators,0.926808081
Q8N8Z8,ZNF441,nonECM,No,NULL,NULL,0.937373737
Q53T59,HS1BP3,nonECM,No,NULL,NULL,0.798181818
Q86XR8,CEP57,nonECM,No,NULL,NULL,0.945030303
Q9BUL9,RPP25,nonECM,No,NULL,NULL,0.667939394
A0AVK6,E2F8,nonECM,No,NULL,NULL,0.810828283
Q8N8Y5,ZFP41,nonECM,No,NULL,NULL,0.799757576
A6NI56,CCDC154,nonECM,No,NULL,NULL,0.879777778
A6NHT5,HMX3,nonECM,No,NULL,NULL,0.591555556
Q8N998,CCDC89,nonECM,No,NULL,NULL,0.907292929
Q9P2W1,PSMC3IP,nonECM,No,NULL,NULL,0.835555556
Q4VC44,FLYWCH1,nonECM,No,NULL,NULL,0.799313131
Q8N988,ZNF557,nonECM,No,NULL,NULL,0.879050505
Q8N987,NECAB1,nonECM,No,NULL,NULL,0.821656566
A6NHR9,SMCHD1,nonECM,No,NULL,NULL,0.716989899
Q8N972,ZNF709,nonECM,No,NULL,NULL,0.909838384
A6NHQ4,EPOP,nonECM,No,NULL,NULL,0.566444444
A6NHQ2,FBLL1,nonECM,No,NULL,NULL,0.556464646
P56645,PER3,nonECM,No,NULL,NULL,0.683656566
Q8N8U3,RTL3,nonECM,No,NULL,NULL,0.582909091
Q8N8U2,CDYL2,nonECM,No,NULL,NULL,0.87010101
Q8N961,ABTB2,nonECM,No,NULL,NULL,0.560040404
A6NI15,MSGN1,nonECM,No,NULL,NULL,0.714363636
Q9UL33,TRAPPC2L,nonECM,No,NULL,NULL,0.590242424
Q9BV35,SLC25A23,nonECM,No,NULL,NULL,0.751313131
Q9P2R6,RERE,nonECM,No,NULL,NULL,0.805474747
A6NHN6,NPIPB15,nonECM,No,NULL,NULL,0.649494949
Q92503,SEC14L1,nonECM,No,NULL,NULL,0.73820202
Q6ZSZ6,TSHZ1,nonECM,No,NULL,NULL,0.804040404
Q8N8Q3,ENDOV,nonECM,No,NULL,NULL,0.661676768
Q8TEQ6,GEMIN5,ECM,No,NULL,NULL,0.56789899
Q9BUU2,METTL22,ECM,No,NULL,NULL,0.609272727
Q9P2N5,RBM27,nonECM,No,NULL,NULL,0.871676768
Q92519,TRIB2,nonECM,No,NULL,NULL,0.784848485
A6NHJ4,ZNF860,nonECM,No,NULL,NULL,0.971616162
Q96SC8,DMRTA2,ECM,No,NULL,NULL,0.529515152
Q9NXL9,MCM9,nonECM,No,NULL,NULL,0.656585859
O14497,ARID1A,nonECM,No,NULL,NULL,0.563212121
Q9HBJ7,USP29,nonECM,No,NULL,NULL,0.774949495
Q96SE7,ZNF347,nonECM,No,NULL,NULL,0.904606061
Q8N8L2,ZNF491,nonECM,No,NULL,NULL,0.870161616
Q15022,SUZ12,nonECM,No,NULL,NULL,0.733454545
Q9P2J9,PDP2,nonECM,No,NULL,NULL,0.612969697
Q9P2J8,ZNF624,nonECM,No,NULL,NULL,0.966767677
Q9P2J5,LARS,nonECM,No,NULL,NULL,0.815959596
Q86VX2,COMMD7,nonECM,No,NULL,NULL,0.600727273
Q8N8J6,ZNF615,nonECM,No,NULL,NULL,0.946040404
A0AUZ9,KANSL1L,nonECM,No,NULL,NULL,0.899373737
Q9P2G9,KLHL8,nonECM,No,NULL,NULL,0.818989899
P35030,PRSS3,ECM,Yes,Matrisome-associated,ECM Regulators,0.879232323
A6NHC0,CAPN8,ECM,No,NULL,NULL,0.536080808
A0AV96,RBM47,nonECM,No,NULL,NULL,0.815353535
Q8N8G2,VGLL2,nonECM,No,NULL,NULL,0.595030303
B2RD01,CENPBD1,nonECM,No,NULL,NULL,0.87759596
Q00994,BEX3,nonECM,No,NULL,NULL,0.753353535
Q9P2E9,RRBP1,nonECM,No,NULL,NULL,0.680969697
Q9P2D3,HEATR5B,nonECM,No,NULL,NULL,0.723959596
Q9P2D1,CHD7,nonECM,No,NULL,NULL,0.845030303
Q8N8E2,ZNF513,nonECM,No,NULL,NULL,0.791555556
Q00978,IRF9,nonECM,No,NULL,NULL,0.729616162
P23610,F8A1,nonECM,No,NULL,NULL,0.627010101
Q8N8D1,PDCD7,nonECM,No,NULL,NULL,0.792787879
Q9BVC3,DSCC1,nonECM,No,NULL,NULL,0.793090909
Q9BVC5,C2orf49,nonECM,No,NULL,NULL,0.754020202
Q8N8C0,ZNF781,nonECM,No,NULL,NULL,0.753252525
Q07687,DLX2,nonECM,No,NULL,NULL,0.725252525
Q9NXX6,NSMCE4A,nonECM,No,NULL,NULL,0.910424242
Q8N8B7,TCEANC,nonECM,No,NULL,NULL,0.865636364
Q92585,MAML1,nonECM,No,NULL,NULL,0.854464646
Q07654,TFF3,ECM,No,NULL,NULL,0.542121212
P78332,RBM6,nonECM,No,NULL,NULL,0.744727273
A6NGY1,FRG2C,nonECM,No,NULL,NULL,0.885717172
Q92772,CDKL2,nonECM,No,NULL,NULL,0.843636364
Q9BVJ6,UTP14A,nonECM,No,NULL,NULL,0.925070707
Q9P1Z2,CALCOCO1,nonECM,No,NULL,NULL,0.853494949
Q9P1Z0,ZBTB4,nonECM,No,NULL,NULL,0.624747475
Q6B0I6,KDM4D,nonECM,No,NULL,NULL,0.708646465
Q13395,TARBP1,nonECM,No,NULL,NULL,0.663818182
Q9BVL4,SELENOO,ECM,No,NULL,NULL,0.519393939
A6NH57,ARL5C,nonECM,No,NULL,NULL,0.788060606
